Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
48,74876,615,employed,bachelor,29,26826,12,divorced,2,rent,385,0.268682345,other,9915,1473,6239.666667,8,8630,1.84326,1.86741475,2468.022425,0
49,66523,577,employed,high school,28,38328,48,divorced,0,mortgage,650,0.220334908,home,10037,78,5543.583333,7,797876,2.44828,2.6203986699999997,1296.719487,0
41,72533,575,self-employed,high school,20,16863,60,single,2,mortgage,278,0.317501374,education,3955,1413,6044.416667,4,84978,2.34363,2.27955957,473.3976461,0
30,23058,618,employed,associate,12,63485,60,divorced,1,other,432,0.342436918,debt consolidation,10250,1380,1921.5,6,1865,2.59485,2.29956214,1789.512352,0
30,37570,598,employed,bachelor,8,24707,36,married,1,mortgage,279,0.409069314,debt consolidation,3149,756,3130.833333,7,92458,2.10707,2.47468842,979.0415236,0
38,52613,655,unemployed,bachelor,20,12501,60,single,3,rent,353,0.263114478,auto,905,417,4384.416667,3,26156,1.90001,1.85023138,320.8691065,0
28,32588,613,employed,associate,6,22203,36,married,1,other,378,0.17902203,auto,1314,395,2715.666667,7,32475,2.00703,1.8707563,810.5945244,0
37,24148,545,employed,high school,15,35850,12,single,0,mortgage,348,0.186649831,education,1927,1658,2012.333333,8,61847,2.2835,2.1189816,3341.39558,0
54,60967,453,employed,bachelor,32,28309,36,single,4,rent,513,0.128613526,debt consolidation,3137,1493,5080.583333,3,45396,2.8680899999999996,2.71620739,1158.183903,0
18,49065,580,employed,associate,0,30843,36,married,0,rent,572,0.257364781,debt consolidation,2498,1373,4088.75,7,70952,2.2584299999999997,2.38596537,1207.787232,0
30,37041,576,employed,associate,12,31584,96,married,0,own,750,0.169270015,auto,12834,105,3086.75,3,2701,2.78584,2.6975808499999996,805.3058137,0
39,34580,625,employed,bachelor,17,15824,48,married,1,mortgage,219,0.140156951,education,2268,2031,2881.666667,7,4168,1.98324,1.86489295,470.2129898,0
47,127246,610,employed,bachelor,25,29496,72,married,1,mortgage,421,0.373469681,auto,1221,416,10603.83333,4,3885,2.3949599999999998,2.37569441,772.1899082,0
42,32941,532,employed,associate,22,14024,60,single,1,mortgage,413,0.094613476,debt consolidation,6135,152,2745.083333,1,13422,2.53024,2.3968583700000003,403.1862622,0
34,53385,539,self-employed,associate,10,8838,24,married,0,other,657,0.177352708,debt consolidation,2163,819,4448.75,5,23721,2.14338,2.22670953,459.6656919,0
27,33186,552,employed,high school,4,35775,48,married,0,rent,648,0.148294234,education,1457,2565,2765.5,2,2399,2.5477499999999997,2.5294622700000002,1192.082523,0
23,19047,546,unemployed,high school,2,29095,36,single,0,mortgage,300,0.633887265,home,3208,1096,1587.25,5,50934,2.41095,2.42316762,1145.022045,0
34,42377,611,employed,associate,12,28274,24,married,2,mortgage,184,0.374016388,debt consolidation,4735,1990,3531.416667,6,2615,1.97774,1.9891151900000001,1437.524921,0
29,42100,573,self-employed,associate,9,25454,60,married,1,rent,763,0.239291071,debt consolidation,5861,965,3508.333333,2,7963,2.43954,2.6860924200000005,775.1317749,0
30,19333,549,employed,high school,6,9366,84,single,4,own,421,0.388389662,home,938,6520,1611.083333,9,48939,2.5986599999999997,2.34621499,227.938498,0
45,55054,634,employed,associate,22,40600,96,married,1,own,493,0.405353996,auto,5324,1552,4587.833333,3,23013,2.586,2.7460836100000003,1048.561891,0
42,27905,564,employed,master,20,21793,48,single,3,own,182,0.145719395,home,4163,359,2325.416667,2,6318,2.34793,2.5935659500000003,734.0126145,0
25,40214,512,employed,bachelor,1,40867,60,married,0,mortgage,331,0.104779636,debt consolidation,728,1663,3351.166667,7,155800,2.89867,2.70845497,1249.953239,0
34,22126,598,employed,bachelor,9,34462,108,married,0,mortgage,652,0.196845903,auto,2721,1730,1843.833333,6,46807,2.80462,3.21199107,978.8966958,0
41,54415,444,employed,bachelor,17,44401,48,single,2,other,260,0.262512983,other,1864,2833,4534.583333,4,96920,3.17401,3.1979054299999996,1650.21199,0
33,61295,552,employed,high school,11,15487,60,divorced,4,rent,310,0.035072083,debt consolidation,3867,1281,5107.916667,2,16205,2.44487,2.17286346,425.3480382,0
24,20002,585,employed,high school,0,48358,36,married,0,own,637,0.288687197,home,6651,924,1666.833333,6,90438,2.4085799999999997,2.5188652499999997,1927.533914,0
40,36111,548,employed,high school,20,18981,36,married,0,own,670,0.166401445,home,3444,325,3009.25,8,157208,2.29981,2.60243787,765.0027868,0
30,98421,501,employed,high school,7,22788,108,married,0,other,263,0.298209585,auto,2242,351,8201.75,5,120737,3.17288,3.3951363800000003,678.0521093,0
50,44164,619,employed,associate,29,25692,36,divorced,3,mortgage,195,0.358514544,debt consolidation,5504,1965,3680.333333,2,149323,2.01192,1.9871364599999999,953.1236824,0
65,68979,557,employed,high school,40,22466,60,single,0,mortgage,174,0.167914152,education,624,5475,5748.25,5,19816,2.4896599999999998,2.33721291,638.1396332,0
27,69888,608,employed,bachelor,4,26790,48,married,1,other,331,0.560733206,home,8222,1017,5824.0,5,63969,2.1779,2.25819983,852.5351987,0
46,16070,493,employed,high school,25,11614,36,widowed,0,mortgage,113,0.21088393,home,6991,468,1339.166667,5,185540,2.50114,2.8088665600000002,480.9532122,0
60,65832,627,employed,associate,39,10008,36,married,3,rent,461,0.592103765,auto,20371,611,5486.0,4,67943,1.81508,1.95516515,369.6508057,0
36,36315,518,employed,bachelor,12,28731,48,single,0,rent,478,0.113864766,home,10796,2203,3026.25,9,98538,2.64731,2.20450548,905.9040298,0
45,91303,633,self-employed,associate,22,22326,72,divorced,0,mortgage,477,0.037547509,debt consolidation,1505,1606,7608.583333,7,25171,2.20826,2.47219038,597.5952142,0
47,35457,598,employed,associate,25,16353,48,married,3,rent,253,0.494261187,other,8382,843,2954.75,5,19428,2.1235299999999997,1.96535036,494.6137647,0
36,48231,614,employed,associate,11,39526,108,married,0,mortgage,313,0.545422445,auto,7249,15782,4019.25,8,19648,2.77526,2.4496487,909.4208877,0
49,56785,618,employed,high school,24,78735,60,married,2,mortgage,449,0.078984836,auto,3033,861,4732.083333,4,4670,2.74735,2.86070981,2480.396148,0
36,83007,490,employed,bachelor,14,52724,48,married,4,own,531,0.124998205,debt consolidation,3836,1061,6917.25,9,5321,3.02724,2.80632692,1839.45383,0
31,31830,596,employed,high school,12,13725,12,divorced,2,rent,400,0.257094752,home,1882,1167,2652.5,5,16623,1.80725,1.77612676,1256.74905,0
62,42793,522,employed,associate,41,26179,24,married,3,own,478,0.50960617,debt consolidation,5052,3460,3566.083333,7,21038,2.40179,2.25489747,1365.225764,0
36,62770,465,unemployed,associate,14,21313,72,married,1,own,223,0.276793418,debt consolidation,8831,1671,5230.833333,5,3658,3.0381299999999998,3.1233065300000002,658.2208743,0
27,51899,586,employed,high school,2,29651,36,widowed,0,rent,1303,0.213682151,home,6163,235,4324.916667,9,4292,2.21651,2.54738691,1186.362544,0
55,98657,593,employed,bachelor,30,19479,12,married,1,other,447,0.254590139,home,599,2894,8221.416667,6,20697,1.87979,1.97730493,1802.312439,0
39,20484,637,employed,associate,20,25269,48,divorced,1,mortgage,244,0.333193793,auto,5338,2801,1707.0,5,49402,2.01769,2.1541836500000002,789.8551109,0
21,121498,551,employed,associate,1,30322,60,divorced,2,mortgage,1339,0.121173733,education,1473,1755,10124.83333,6,9440,2.59822,2.8225525200000003,948.2301194,0
49,116711,618,employed,bachelor,29,42327,36,divorced,1,mortgage,145,0.295953095,home,6243,490,9725.916667,4,51131,2.18327,2.44750217,1671.184181,0
48,69726,631,employed,doctorate,27,38196,60,married,0,mortgage,753,0.314087696,home,4307,484,5810.5,5,36713,2.27696,2.3809626,1094.604612,0
31,22622,452,employed,high school,7,18856,60,single,4,mortgage,421,0.244100742,auto,3760,608,1885.166667,3,17387,2.97856,3.00882372,611.0779972,0
49,46748,611,employed,master,29,16855,72,married,0,mortgage,1055,0.160157672,debt consolidation,1905,2832,3895.666667,4,5486,2.26355,2.2570778899999997,429.2301047,0
52,38750,638,employed,bachelor,30,21918,60,single,0,rent,692,0.526703482,home,1527,763,3229.166667,3,70564,2.07918,2.17868672,602.6982762,0
60,39392,615,employed,high school,35,20577,36,married,0,rent,295,0.386485246,other,5161,657,3282.666667,6,30608,1.9807700000000001,1.8986910700000001,754.1347538,0
42,34808,633,employed,associate,16,23576,36,married,0,rent,235,0.191050775,home,2838,408,2900.666667,5,230948,1.92076,1.8681279100000001,860.4079089,0
36,81710,517,unemployed,associate,13,22197,48,single,2,mortgage,258,0.27300166,debt consolidation,96,2227,6809.166667,3,5727,2.58697,2.66214664,756.2047696,0
40,57722,593,employed,associate,15,25135,24,married,2,own,436,0.180575346,education,3488,1948,4810.166667,4,7753,2.03635,2.44362,1334.393489,0
22,33568,561,employed,associate,0,19617,60,married,3,mortgage,291,0.106564395,home,1524,7223,2797.333333,5,77006,2.44117,2.4196616300000002,566.5821701,0
26,18148,532,employed,associate,2,25706,48,single,1,own,477,0.092483567,debt consolidation,7139,1450,1512.333333,4,11542,2.54706,2.5391743,857.9633168,0
48,124107,527,employed,doctorate,27,38666,96,married,0,mortgage,236,0.046026143,education,885,5171,10342.25,3,8978,3.10166,3.21368745,1124.439326,0
35,62786,553,employed,high school,10,32292,48,single,1,mortgage,450,0.422281683,home,347,207,5232.166667,2,4493,2.5079200000000004,2.2861282999999997,1032.553437,0
18,28301,577,employed,bachelor,0,15905,48,single,0,rent,440,0.116489957,debt consolidation,5507,1284,2358.416667,2,16305,2.22405,2.45456971,523.3420791,0
61,54232,633,employed,bachelor,38,11331,120,single,4,mortgage,190,0.193759481,other,6108,580,4519.333333,3,8745,2.49831,2.4578627,254.4136992,0
35,21332,584,unemployed,associate,16,18733,84,married,1,rent,307,0.208222717,home,3523,1745,1777.666667,4,11241,2.51733,2.4816737,471.9700883,0
31,25278,534,unemployed,associate,8,42292,60,single,2,rent,582,0.417757319,auto,2159,1985,2106.5,4,18564,2.80292,2.83912063,1326.795356,0
55,34286,608,employed,master,32,24841,24,married,0,rent,253,0.177612471,home,3478,379,2857.166667,2,46590,1.9584099999999998,2.12377007,1279.373084,0
33,76216,585,employed,master,9,41313,48,divorced,0,rent,168,0.237065705,home,547,211,3485.5,3,27516,2.43813,2.46577588,1361.946339,0
37,57913,568,employed,bachelor,15,18393,12,married,3,mortgage,460,0.296276415,debt consolidation,1211,11054,4826.083333,7,19369,1.9939299999999998,1.9298204499999998,1697.654735,0
48,71174,582,employed,associate,28,49511,12,divorced,0,mortgage,140,0.198431883,education,1068,563,5931.166667,2,9043,2.2351099999999997,2.25279853,4646.541574,0
43,46372,592,employed,master,20,45070,72,divorced,2,own,270,0.168703825,debt consolidation,1475,527,3864.333333,5,235142,2.6407000000000003,2.27859595,1153.55585,0
31,35368,584,self-employed,bachelor,9,11785,48,married,2,rent,526,0.157319194,home,1037,504,2947.333333,3,29982,2.14785,2.00688489,359.0542634,0
38,55662,557,employed,associate,15,24755,36,divorced,0,rent,970,0.128338299,home,4079,1729,4638.5,6,49408,2.31255,2.1175504800000002,934.8784733,0
56,47760,572,employed,bachelor,31,17630,84,divorced,3,own,224,0.092871611,home,5413,1525,3980.0,5,10776,2.5663,2.4387179,439.3597647,0
27,50042,582,employed,doctorate,7,19105,60,single,1,rent,680,0.308869314,debt consolidation,2214,1219,4170.166667,5,7021,2.3310500000000003,1.8712938700000001,492.5814437,0
48,86020,570,self-employed,bachelor,27,24826,48,married,2,own,163,0.241952254,education,5880,3007,7168.333333,4,10620,2.3482600000000002,2.36932155,805.1684096,0
39,47109,521,employed,bachelor,20,24741,48,married,4,rent,447,0.338283929,auto,5291,94,3925.75,2,11093,2.59241,2.6009327,834.3297209,0
18,20259,498,employed,high school,0,22520,108,married,0,other,557,0.034464489,home,3122,903,1688.25,2,82574,3.1852,2.77779638,569.388258,0
25,55787,570,employed,master,1,33711,60,married,0,rent,261,0.67871475,debt consolidation,917,946,4648.916667,4,108187,2.53711,2.5807755500000003,1005.490018,0
59,25268,574,employed,associate,35,24535,12,married,1,mortgage,246,0.319463152,debt consolidation,9623,482,2105.666667,10,53300,2.02535,1.9481881300000001,2266.708057,0
23,32849,532,employed,associate,0,20912,60,single,0,other,382,0.361455219,other,5664,1103,2737.416667,7,50147,2.5991199999999997,2.44066398,606.5416664,0
44,74415,604,employed,associate,19,22894,72,married,3,own,449,0.374056676,education,6504,755,6201.25,7,124276,2.35894,2.54609095,623.1904798,0
47,23271,553,employed,bachelor,20,11042,24,married,1,rent,708,0.149468128,auto,9185,705,1939.25,4,197835,2.09542,1.8628216499999999,554.6194558,0
33,22278,589,employed,bachelor,9,63609,24,divorced,3,own,391,0.376563716,debt consolidation,1947,596,1856.5,2,74614,2.44109,2.50402038,3396.192271,0
31,88340,616,employed,bachelor,11,25115,36,single,1,other,528,0.127755854,home,5350,2455,7361.666667,1,9361,2.02115,2.34362278,977.9141088,0
63,48096,556,employed,bachelor,38,40385,84,married,0,rent,268,0.238842023,home,5150,1438,4008.0,6,122847,2.87385,3.0236725399999997,1161.163285,0
37,42516,531,employed,high school,10,41291,36,married,2,own,1350,0.070121085,other,4276,1609,3543.0,3,104880,2.60791,3.129492,1782.281884,0
43,74905,623,employed,bachelor,15,22232,24,divorced,0,mortgage,492,0.364826108,debt consolidation,422,391,6242.083333,4,56078,1.85732,1.66992669,1095.990561,0
27,57461,551,employed,associate,7,25441,48,single,1,mortgage,208,0.409943776,other,446,348,4788.416667,2,63589,2.44941,2.43930164,834.9606238,0
36,145502,606,employed,high school,15,60321,24,married,4,rent,273,0.433425194,debt consolidation,1220,915,12125.16667,7,33540,2.32321,2.57868616,3243.286978,0
62,86130,618,employed,bachelor,42,12168,108,married,1,rent,350,0.361234809,home,1235,397,7177.5,10,9805,2.48168,2.7431537299999995,304.6846855,0
50,19802,599,employed,bachelor,28,24764,48,single,2,rent,321,0.103221012,auto,6661,967,1650.166667,3,146185,2.2026399999999997,2.22465078,783.5343919,0
37,39872,557,employed,high school,14,42185,12,married,4,rent,269,0.183344439,auto,2017,766,3322.666667,4,9672,2.28685,2.37397307,3983.685071,0
39,15000,642,employed,master,17,18735,60,single,3,rent,261,0.242256291,auto,854,2771,1250.0,7,41471,2.02735,2.43282,542.5427629,0
50,16331,599,employed,bachelor,30,19498,60,married,1,mortgage,442,0.364910774,debt consolidation,10177,1480,1360.916667,4,46649,2.24998,2.46365774,568.145291,0
31,23352,586,employed,bachelor,9,27191,72,divorced,1,mortgage,261,0.716087967,home,4113,1480,1946.0,5,279931,2.49191,2.43573611,721.7630715,0
59,87329,614,employed,bachelor,33,30379,60,single,1,rent,681,0.028934275,auto,1762,2092,7277.416667,9,15618,2.2837899999999998,2.1844095599999998,836.3442872,0
41,195219,604,self-employed,bachelor,18,47869,12,widowed,3,rent,413,0.157622712,debt consolidation,2332,354,8723.583333,6,134884,2.10869,2.03338281,4441.972743,0
40,36617,621,employed,associate,17,43249,60,divorced,0,rent,274,0.337183627,home,3339,929,3051.416667,1,40547,2.37749,2.30275436,1219.89419,0
32,15000,568,employed,master,11,9831,36,married,1,mortgage,268,0.073270728,home,2264,3005,1250.0,7,5363,2.10831,1.83430267,357.1081968,0
37,41439,600,employed,associate,14,20370,48,single,2,other,597,0.033287044,debt consolidation,1718,862,3453.25,3,9988,2.1537,2.31697841,654.7847983,0
53,40420,632,employed,high school,29,24165,120,married,0,other,528,0.303543999,home,729,4416,3368.333333,5,16950,2.6316499999999996,2.50355655,550.3427564,0
51,54045,589,employed,associate,30,21120,48,single,3,rent,564,0.468373611,debt consolidation,12607,953,4503.75,5,24679,2.2162,2.65944,719.1903729,0
23,51536,468,employed,associate,0,51461,36,single,0,other,346,0.253609341,education,2526,3791,4294.666667,10,1705,3.02461,2.75631712,2116.48532,0
43,48280,581,employed,associate,20,40424,36,married,4,rent,340,0.236268129,home,3207,4229,4023.333333,2,84027,2.34924,1.90317237,1482.431411,0
49,20297,587,employed,high school,25,36977,48,single,1,rent,390,0.110020708,debt consolidation,605,515,1691.416667,8,13414,2.38477,2.43884262,1213.47209,0
22,28313,625,employed,bachelor,0,18122,84,single,2,mortgage,346,0.194107552,other,3212,1341,2359.416667,6,2211,2.3062199999999997,2.22212459,427.0041477,0
44,56364,556,self-employed,master,22,21750,36,married,0,own,307,0.074948696,home,1760,1263,4697.0,5,19654,2.2875,2.27642062,839.265783,0
42,27632,581,employed,bachelor,20,32637,72,married,2,mortgage,581,0.310346995,education,2570,479,2302.666667,5,35857,2.57137,2.682818,916.112217,0
31,17607,472,employed,associate,10,42838,72,married,2,rent,787,0.112879468,auto,1166,1189,1467.25,3,3233,3.2183800000000002,2.90140481,1261.640789,0
36,49224,586,employed,high school,15,16699,48,single,2,mortgage,294,0.121538925,debt consolidation,3843,356,4102.0,7,8936,2.18699,2.32000464,537.0594366,0
59,52411,628,employed,associate,36,34147,60,married,2,mortgage,387,0.128192224,home,13299,383,4367.583333,10,10337,2.2514700000000003,2.1143796200000002,926.5553398,0
55,48943,555,self-employed,bachelor,32,27417,96,single,4,rent,450,0.516249155,home,831,947,4078.583333,3,417934,2.84917,2.85633569,728.7793983,0
45,43616,660,employed,doctorate,24,30028,48,single,0,other,587,0.356117008,home,23962,282,3634.666667,5,290434,1.95028,2.06179591,923.678629,0
39,44889,571,employed,high school,17,37303,24,married,2,mortgage,167,0.509928541,debt consolidation,1939,2639,3740.75,9,20455,2.26803,2.2776811,1949.550446,0
44,27773,483,employed,high school,23,15007,60,married,1,mortgage,446,0.140616632,auto,3419,373,2314.416667,6,9596,2.78507,2.85447748,472.1997154,0
47,51205,594,employed,high school,27,18593,24,widowed,3,mortgage,325,0.09632351,other,1739,693,4267.083333,5,30427,1.96593,1.8054038399999999,928.7243666,0
31,44704,587,employed,high school,6,42377,84,single,4,mortgage,307,0.156391532,debt consolidation,5297,722,3725.333333,6,95930,2.7387699999999997,3.286524,1294.38412,0
40,47701,632,employed,associate,18,26692,48,single,2,own,306,0.443195957,auto,803,754,3975.083333,5,56616,2.0569200000000003,2.11403562,828.5527048,0
44,101098,460,employed,bachelor,20,42467,36,married,0,own,434,0.074846595,auto,1423,1349,8424.833333,2,20841,2.9746699999999997,3.03538783,1811.032177,0
44,47430,605,employed,bachelor,25,32684,60,married,5,mortgage,377,0.191575883,debt consolidation,673,505,3952.5,5,25415,2.35184,2.32355477,925.8059034,0
